ID,Name,Address,lat,lon,area_match,footfall_index,nearby_shops_count,nearby_offices_count,nearby_colleges_count,nearby_hospitals_count,nearby_restaurants_count,nearby_parks_count,distance_to_nearest_brand_chai,chai_price_index_of_area,rent_estimate,avg_income_area,success_label,area_name,population_density
7244238248,,,17.4108534,78.5074391,unknown,0,0,0,0,0,0,0,1445.3481096566534,,45.0,11.0,0,Tarnaka,16000.0
7244238271,Dairy Queen,,17.3698587,78.573003,unknown,0,0,0,0,0,0,0,1797.8077750894893,,40.0,9.0,0,LB Nagar,19000.0
7244238274,,,17.3692638,78.5740859,unknown,0,0,0,0,0,0,0,1891.4364769485107,,40.0,9.0,0,LB Nagar,19000.0
7244243969,swiss castel,,17.4005727,78.5080255,unknown,0,0,0,0,0,0,0,2351.689214920885,,45.0,11.0,0,Tarnaka,16000.0
7244243970,siddharath mess,,17.4006852,78.5076597,unknown,0,0,0,0,0,0,0,2357.3803044924075,,45.0,11.0,0,Tarnaka,16000.0
7244243972,Cafe Coffee Day,,17.4003341,78.5077415,unknown,0,0,0,0,0,0,0,2388.635550975845,,45.0,11.0,0,Tarnaka,16000.0
7244245622,Asian bakers,,17.5291007,78.2647706,unknown,0,0,0,0,0,0,0,10497.177676646526,,50.0,10.0,0,Miyapur,17000.0
7244245623,Apex Internet Center,,17.5291381,78.2647884,unknown,0,0,0,0,0,0,0,10496.770467118156,,50.0,10.0,0,Miyapur,17000.0
7244246181,driveway,,17.3662878,78.5213494,unknown,24,1,1,7,0,8,0,207.0002677462305,,45.0,10.0,1,Dilsukhnagar,23000.0
7244254632,,,17.504445,78.4154981,unknown,0,0,0,0,0,0,0,1414.9020554189694,,55.0,11.0,0,Kukatpally,20000.0
7244256679,kks bakers,,17.4830425,78.3946869,unknown,1,0,0,0,0,1,0,517.9752575176925,,55.0,11.0,1,Kukatpally,20000.0
7244260608,Sandwich Eatery,,17.494811,78.3561061,unknown,21,0,1,0,0,10,3,366.90053628451017,,50.0,10.0,1,Miyapur,17000.0
7244263505,taaza tiffins,,17.3669628,78.5804317,unknown,0,0,0,0,0,0,0,2518.59195696144,,40.0,9.0,0,LB Nagar,19000.0
7244264220,brown bear,,17.3988067,78.4852629,unknown,0,0,0,0,0,0,0,4123.546571592503,,70.0,15.0,0,Begumpet,18000.0
7244264222,Domino's,,17.3992032,78.4857694,unknown,0,0,0,0,0,0,0,4054.345261278366,,70.0,15.0,0,Begumpet,18000.0
7244265357,sai sudha sweet shop,,17.3671394,78.5251361,unknown,31,1,0,8,0,10,0,209.0961719537778,,45.0,10.0,1,Dilsukhnagar,23000.0
7244267525,,,17.4119995,78.5079704,unknown,0,0,0,0,0,0,0,1317.8900544683545,,45.0,11.0,0,Tarnaka,16000.0
7244267538,,,17.410739,78.5072414,unknown,0,0,0,0,0,0,0,1469.2856609671835,,45.0,11.0,0,Tarnaka,16000.0
7244270985,ss bakery,,17.4846331,78.3936596,unknown,11,0,2,0,0,6,0,365.1261780424557,,55.0,11.0,1,Kukatpally,20000.0
7244300075,Paradise - Take Away,,17.4413765,78.4481893,unknown,52,0,14,6,0,24,2,7.150562874339111,,60.0,12.0,1,Ameerpet,21000.0
7244480283,Balaji Sweethouse,,17.5291003,78.2649068,unknown,0,0,0,0,0,0,0,10483.522746795696,,50.0,10.0,0,Miyapur,17000.0
7244480642,Reddy's tiffin center,,17.3926284,78.4379201,unknown,0,0,0,0,0,0,0,3733.873473286439,,50.0,10.0,0,Banjara Hills,15000.0
7244480649,Reddy's tiffin center,,17.3944178,78.4352303,unknown,0,0,0,0,0,0,0,3448.225253311708,,50.0,10.0,0,Banjara Hills,15000.0
7244480651,SK bakers,,17.3946263,78.4350764,unknown,0,0,0,0,0,0,0,3421.1059249452496,,50.0,10.0,0,Banjara Hills,15000.0
7244480683,Anupama Restaurant,,17.3946502,78.4383764,unknown,0,0,0,0,0,0,0,3547.067350188883,,50.0,10.0,0,Banjara Hills,15000.0
7244487785,Hotel Paradise,,17.3941477,78.4408754,unknown,0,0,0,0,0,0,0,3631.0991246027,,50.0,10.0,0,Banjara Hills,15000.0
7244487791,King’s Restaurant,,17.3936122,78.4427387,unknown,0,0,0,0,0,0,0,3650.533830621299,,50.0,10.0,0,Banjara Hills,15000.0
7244487828,Food on fire,,17.3952103,78.4314805,unknown,0,0,0,0,0,0,0,3254.885381182453,,50.0,10.0,0,Banjara Hills,15000.0
7244487829,Subway,,17.3936419,78.4425573,unknown,0,0,0,0,0,0,0,3650.577327441821,,50.0,10.0,0,Banjara Hills,15000.0
7244487830,Domino's,,17.3966016,78.4431024,unknown,0,0,0,0,0,0,0,3317.9351970256976,,50.0,10.0,0,Banjara Hills,15000.0
7244487831,KFC,,17.3965169,78.4430783,unknown,0,0,0,0,0,0,0,3327.6108849669195,,50.0,10.0,0,Banjara Hills,15000.0
7244487832,McDonald's,,17.3964293,78.4430467,unknown,0,0,0,0,0,0,0,3337.7411364830773,,50.0,10.0,0,Banjara Hills,15000.0
7244498388,,,17.4381507,78.4427982,unknown,60,0,12,4,0,36,2,142.40480641527222,,60.0,12.0,1,Ameerpet,21000.0
7244498390,,,17.4402276,78.4390716,unknown,52,0,4,6,0,30,4,295.9559349974363,,50.0,10.0,1,SR Nagar,15000.0
7246491294,,,17.4616651,78.3668443,unknown,17,1,1,0,0,15,0,79.98314779292569,,85.0,17.0,1,Kondapur,18500.0
7246495319,Delhi Chat Food Court,,17.5297822,78.2638617,unknown,0,0,0,0,0,0,0,10613.329435469675,,50.0,10.0,0,Miyapur,17000.0
7246495502,Sri sai bakery and fastfood,,17.3308801,78.6077872,unknown,0,0,0,0,0,0,0,6003.899231081571,,40.0,9.0,0,LB Nagar,19000.0
7246495620,"lucky chicken,mutton shop",,17.5230776,78.4188283,unknown,0,0,0,0,0,0,0,3469.122772913735,,55.0,11.0,0,Kukatpally,20000.0
7246498944,makers of milkshake,,17.4871866,78.3914828,unknown,20,0,6,0,0,11,0,0.0,,55.0,11.0,1,Kukatpally,20000.0
7246509929,,,17.3709337,78.571822,unknown,0,0,0,0,0,0,0,1641.4868538884718,,40.0,9.0,0,LB Nagar,19000.0
7246509930,navatha,,17.3699039,78.5733435,unknown,0,0,0,0,0,0,0,1833.9064497556053,,40.0,9.0,0,LB Nagar,19000.0
7246509983,guma gumalu,,17.4913568,78.4072751,unknown,18,1,1,2,0,14,0,84.41160449605624,,55.0,11.0,1,Kukatpally,20000.0
7246516885,Amma pestries,,17.4993581,78.4158184,unknown,0,0,0,0,0,0,0,971.3685829910868,,55.0,11.0,0,Kukatpally,20000.0
7246516888,,,17.5002322,78.4158588,unknown,0,0,0,0,0,0,0,1045.8616174282167,,55.0,11.0,0,Kukatpally,20000.0
7246516891,swagath grand,,17.4926212,78.4051466,unknown,22,1,2,2,0,16,0,90.25238838584882,,55.0,11.0,1,Kukatpally,20000.0
7246516893,Kritunga,,17.4941766,78.4048998,unknown,22,1,2,2,0,15,0,236.7800596286341,,55.0,11.0,1,Kukatpally,20000.0
7246517950,rv spice,,17.4865376,78.3911763,unknown,19,0,6,0,0,10,0,78.85999397278603,,55.0,11.0,1,Kukatpally,20000.0
7246526407,,,17.4094475,78.5065099,unknown,0,0,0,0,0,0,0,1624.8732948376885,,45.0,11.0,0,Tarnaka,16000.0
7246564074,Indian cafe,,17.3479666,78.547559,unknown,7,0,1,0,0,3,1,0.0,,40.0,9.0,1,LB Nagar,19000.0
7246579316,Akshaya,,17.4012245,78.562565,unknown,0,0,0,0,0,0,0,2786.4010805404064,,45.0,11.0,0,Tarnaka,16000.0
7246588750,,,17.4124873,78.5066021,unknown,0,0,0,0,0,0,0,1397.753808244638,,45.0,11.0,0,Tarnaka,16000.0
7246738410,,,17.4115272,78.5083937,unknown,0,0,0,0,0,0,0,1320.6184341009694,,45.0,11.0,0,Tarnaka,16000.0
7246751300,Ratna pure veg,,17.4738785,78.5707499,unknown,0,0,0,0,0,0,0,6553.063603701345,,55.0,11.0,0,Maredpally,15000.0
7246751304,Pista House,,17.479428,78.5573856,unknown,0,0,0,0,0,0,0,5540.4363832011095,,60.0,10.0,0,Karkhana,13000.0
7246803474,Coffee day,,17.3944076,78.4349784,unknown,0,0,0,0,0,0,0,3440.7183490894126,,50.0,10.0,0,Banjara Hills,15000.0
7246803484,Global assam tea depot,,17.3951229,78.4333766,unknown,0,0,0,0,0,0,0,3314.505332540633,,50.0,10.0,0,Banjara Hills,15000.0
7246812289,Om sai Tea stall,,17.3948569,78.4364266,unknown,0,0,0,0,0,0,0,3446.111835749393,,50.0,10.0,0,Banjara Hills,15000.0
7246812293,New deccan bakers,,17.3935855,78.437752,unknown,0,0,0,0,0,0,0,3629.0709840560944,,50.0,10.0,0,Banjara Hills,15000.0
7246834885,,,17.3739587,78.5344825,unknown,4,0,0,0,0,0,2,714.4382038180722,,45.0,10.0,1,Dilsukhnagar,23000.0
7246834925,Friendly pizza and milk shake,,17.3677478,78.5310625,unknown,6,0,0,1,0,1,0,132.6794097530929,,45.0,10.0,1,Dilsukhnagar,23000.0
7248877412,Pakwan Grand,Old Bombay Highway,17.4260706,78.3771794,unknown,0,0,0,0,0,0,0,1523.4221115651158,,100.0,20.0,0,Hitech City,24000.0
7248877413,Shah Ghouse,Old Bombay Highway,17.4266793,78.3764491,unknown,0,0,0,0,0,0,0,1516.0930162621034,,100.0,20.0,0,Hitech City,24000.0
7248877414,Paradise,Hitec City Road,17.4415418,78.3764401,unknown,27,0,17,0,0,7,0,30.718113484090388,,100.0,20.0,1,Hitech City,24000.0
7248877415,Karachi bakery,Hitec City Road,17.4415728,78.3768334,unknown,33,0,19,0,0,11,0,11.21616743309688,,100.0,20.0,1,Hitech City,24000.0
7248877416,Ohri's Nautankigalli,Hitec City Road,17.4446507,78.376725,unknown,38,0,16,0,0,17,0,342.00538156522447,,100.0,20.0,1,Hitech City,24000.0
7321373467,Y Royal,,17.4624834,78.4745905,unknown,4,0,0,0,0,3,0,1750.9936463494084,,50.0,10.0,1,Bowenpally,14000.0
7463187079,Sahara Restaurant,,17.496319,78.4551062,unknown,0,0,0,0,0,0,0,2806.588803870328,,50.0,10.0,0,Bowenpally,14000.0
7463226397,Domino's,,17.4884813,78.448888,unknown,0,0,0,0,0,0,0,2966.048708573066,,50.0,10.0,0,Bowenpally,14000.0
7473072329,Hotel Surabhi Udupi Veg,"Beside Uppal Metro Railway Station, Venkateswara Colony,",17.3986302,78.5605419,unknown,0,0,0,0,0,0,0,2468.1536431794234,,45.0,11.0,0,Tarnaka,16000.0
7473077258,Athidi Family Restaurant,"Surya Nagar Colony, Uppal Main Rd",17.3990375,78.5607014,unknown,0,0,0,0,0,0,0,2515.079959464078,,45.0,11.0,0,Tarnaka,16000.0
7473077625,KS Bakers,Venkateswara Colony,17.3984063,78.5605589,unknown,0,0,0,0,0,0,0,2443.8261477079227,,45.0,11.0,0,Tarnaka,16000.0
7473080338,Master Chef,Venkateswara Colony,17.3988049,78.5605302,unknown,0,0,0,0,0,0,0,2487.16392975273,,45.0,11.0,0,Tarnaka,16000.0
7473097036,Santosh Dhaba,Uppal Ring Road,17.398302,78.5604673,unknown,0,0,0,0,0,0,0,2431.1090278992456,,45.0,11.0,0,Tarnaka,16000.0
7508813778,نیاگرا ہوٹل,,17.3776128,78.491132,unknown,0,0,0,0,0,0,0,2638.4949379748696,,45.0,10.0,0,Dilsukhnagar,23000.0
7560666273,Mayabazar Restaurant,,17.4609913,78.5007677,unknown,7,0,1,0,0,4,1,498.63469832888654,,60.0,10.0,1,Karkhana,13000.0
7560753650,Aroma Bakery,,17.4797617,78.5332459,unknown,0,0,0,0,0,0,0,3120.0881308119406,,60.0,10.0,0,Karkhana,13000.0
7569540629,Ganesh Family Dhaba,Lal Bazar,17.4791209,78.5116176,unknown,6,0,0,0,0,1,0,1360.9537233732233,,60.0,10.0,1,Karkhana,13000.0
7570696449,Sri Balaji Exclusive Dhaba,,17.4730351,78.510362,unknown,6,0,1,0,0,4,0,702.0423362542966,,60.0,10.0,1,Karkhana,13000.0
7576018686,Grand Bavarchi,"Near TV Tower, Moosarambagh X roads, New Malakpet, Hyderabad, Telangana 500036",17.3693123,78.5153122,unknown,10,0,1,0,0,4,0,108.86219011303668,,45.0,10.0,1,Dilsukhnagar,23000.0
7608583804,Bezawada Bhojanam,police colny road,17.4648665,78.3652279,unknown,15,1,0,0,0,12,2,23.02854230925324,,85.0,17.0,1,Kondapur,18500.0
7608653251,Ye Lo Chai,police colny road,17.4646797,78.3653234,unknown,14,1,0,0,0,11,2,0.0,,85.0,17.0,1,Kondapur,18500.0
7608736502,Bihari Mama Hotel,police colny road,17.4646284,78.3654699,unknown,14,1,0,0,0,11,2,16.56462207928476,,85.0,17.0,1,Kondapur,18500.0
7611061441,Taco Bell,,17.4576146,78.3645591,unknown,8,1,1,0,0,6,0,431.0718664031074,,85.0,17.0,1,Kondapur,18500.0
7611073843,Rasooi Ghar,Gachibowli - Miyapur Highway,17.4580968,78.3645179,Miyapur,0,0,0,0,0,0,0,4219.319954918895,,85.0,17.0,0,Kondapur,18500.0
7611073999,Cafe Coffee Day,,17.4575081,78.364418,unknown,8,1,1,0,0,6,0,448.8494778879965,,85.0,17.0,1,Kondapur,18500.0
7611608250,,,17.4715101,78.4756218,unknown,6,0,4,0,0,1,0,913.5677455974104,,50.0,10.0,1,Bowenpally,14000.0
7642365583,Royal Reve Hotel,Sarojini Devi Road,17.4412556,78.5005765,unknown,16,0,1,2,0,6,0,531.0746642057883,,55.0,11.0,1,Maredpally,15000.0
7644477014,Hotel Persis Paradise,S D Road,17.4417049,78.4874265,unknown,13,0,0,0,0,8,0,33.52940122647236,,70.0,15.0,1,Begumpet,18000.0
7644477015,Paradise Bakery,,17.4417717,78.4872499,unknown,13,0,0,0,0,8,0,40.47675649236794,,70.0,15.0,1,Begumpet,18000.0
7644477016,Paradise,,17.4414151,78.4873345,unknown,13,0,0,0,0,8,0,0.0,,70.0,15.0,1,Begumpet,18000.0
7721071786,McDonald's,Gachibowli - Miyapur Highway,17.4572696,78.3643728,Miyapur,0,0,0,0,0,0,0,4308.395394466003,,85.0,17.0,0,Kondapur,18500.0
7796335942,Lake view bar & restaurant,,17.4991927,78.4081171,unknown,1,0,0,0,0,1,0,694.7481407774388,,55.0,11.0,1,Kukatpally,20000.0
7834287539,Times Tiffins,,17.4966203,78.3595154,unknown,21,0,1,0,0,10,3,77.69579885167065,,50.0,10.0,1,Miyapur,17000.0
7836389745,Chikpet Donne Biriyani House,,17.4963919,78.3588995,unknown,21,0,1,0,0,10,3,97.34308763239387,,50.0,10.0,1,Miyapur,17000.0
7836389747,Domino's,,17.4958883,78.3567001,unknown,21,0,1,0,0,10,3,232.96765092776704,,50.0,10.0,1,Miyapur,17000.0
7836389749,Sri Raghavendra Bhavan Udipi,,17.4948857,78.3532779,unknown,10,0,0,0,0,6,0,583.8654496252909,,50.0,10.0,1,Miyapur,17000.0
7836389751,Athidhi Restaurant,,17.4940368,78.3524303,unknown,10,0,0,0,0,6,0,710.1018873539338,,50.0,10.0,1,Miyapur,17000.0
7836389753,Athidhi Takeaway,,17.4939989,78.3523561,unknown,10,0,0,0,0,6,0,718.9882612492765,,50.0,10.0,1,Miyapur,17000.0
7847278627,vasantha reddy pure ghee sweets,,17.453004,78.5639635,unknown,0,0,0,0,0,0,0,4409.996020932289,,45.0,11.0,0,Tarnaka,16000.0
7860471142,Lassi Shop,,17.4975812,78.3580038,unknown,19,0,1,0,0,9,2,0.0,,50.0,10.0,1,Miyapur,17000.0
7863571042,Vasireddy Swagruha Foods - Ruchi Caterers,Cine Town Lane,17.4970934,78.3594826,unknown,21,0,1,0,0,10,3,129.73913386067417,,50.0,10.0,1,Miyapur,17000.0
7874934614,HOLY KITCHEN,Yousufguda Main Road,17.4332799,78.4262644,unknown,0,0,0,0,0,0,0,1045.5333174150849,,120.0,25.0,0,Jubilee Hills,15000.0
7892309462,Deccan Elite Restaurant,,17.346203,78.4155817,unknown,0,0,0,0,0,0,0,7676.568436723894,,50.0,10.0,0,Banjara Hills,15000.0
7936153755,Tabla Restaurant,,17.4964545,78.3971777,unknown,28,0,7,1,0,12,1,195.548600874742,,55.0,11.0,1,Kukatpally,20000.0
7966160254,Cafe Nandini,,17.4171873,78.4313623,unknown,0,0,0,0,0,0,0,1024.453647362424,,50.0,10.0,0,Banjara Hills,15000.0
8006967780,Brijswer Aahar,,17.4995603,78.357523,unknown,13,0,1,0,0,7,2,224.90924175218737,,50.0,10.0,1,Miyapur,17000.0
8007003786,Leon's Burger,,17.5046603,78.3619597,unknown,0,0,0,0,0,0,0,848.1387336260761,,50.0,10.0,0,Miyapur,17000.0
8058870102,,,17.3521713,78.506503,unknown,0,0,0,0,0,0,0,2146.7583762774752,,45.0,10.0,0,Dilsukhnagar,23000.0
8066278048,لکی ریسٹورانٹ,"Alkapuri, x road, Sai Nagar, Nagole",17.3654886,78.5575099,unknown,6,0,0,0,0,4,0,82.6721042012971,,40.0,9.0,1,LB Nagar,19000.0
8077218174,فردوس بیکری,Sayeedabad Road,17.3588608,78.5050701,unknown,0,0,0,0,0,0,0,1610.0135874861887,,45.0,10.0,0,Dilsukhnagar,23000.0
8087600545,,Saleem Nagar Colony Service Road,17.3715978,78.5116791,unknown,7,0,0,0,0,3,0,360.8797292979352,,45.0,10.0,1,Dilsukhnagar,23000.0
8093228603,,,17.3948522,78.475897,unknown,0,0,0,0,0,0,0,4522.939039300427,,50.0,10.0,0,Banjara Hills,15000.0
8107751448,Sai Darshini,,17.442097,78.4408275,unknown,52,0,6,12,0,24,2,284.0996302231618,,50.0,10.0,1,SR Nagar,15000.0
8107755744,M/s. Grills N Chills,Kalyan Nagar Cross Road,17.4442222,78.4328434,unknown,14,0,3,0,0,6,1,353.2832015056978,,50.0,10.0,1,SR Nagar,15000.0
8107767453,Amaravathi Tiffens,,17.4405705,78.441619,unknown,58,0,6,12,0,30,2,172.04605158642948,,50.0,10.0,1,SR Nagar,15000.0
8107785189,Akshya Tiffens,,17.4504985,78.4244868,unknown,0,0,0,0,0,0,0,1202.547287438937,,50.0,10.0,0,SR Nagar,15000.0
8107898995,HOTEL PM GRAND,new bowenpally main road,17.4623514,78.4712232,Bowenpally,3,0,0,0,0,3,0,1962.04829767347,,50.0,10.0,1,Bowenpally,14000.0
8107927746,shabnam hotel,new bowenpally main road,17.4623573,78.4711054,Bowenpally,3,0,0,0,0,3,0,1969.2880172775583,,50.0,10.0,1,Bowenpally,14000.0
8110848041,9 amma mandi,beside noma theatre,17.447358,78.5718816,unknown,0,0,0,0,0,0,0,4701.859396484668,,45.0,11.0,0,Tarnaka,16000.0
8110910881,Balaji sweet shop,,17.4443977,78.567332,unknown,0,0,0,0,0,0,0,4118.981800947697,,45.0,11.0,0,Tarnaka,16000.0
8110979060,Master Kabab,Sanath Nagar Main Road,17.4553167,78.4477611,unknown,2,0,0,0,0,1,0,1267.8565871495034,,50.0,10.0,1,SR Nagar,15000.0
8110990943,Laxman ki bandi,,17.3786787,78.464037,unknown,0,0,0,0,0,0,0,5466.51062559347,,50.0,10.0,0,Banjara Hills,15000.0
8110991126,Suprabath Tiffins,Nacharam road,17.4294109,78.5519368,unknown,0,0,0,0,0,0,0,1960.9623404785889,,45.0,11.0,0,Tarnaka,16000.0
8110994555,Mahalaxmi tiffins,,17.3808404,78.4638905,unknown,0,0,0,0,0,0,0,5272.403017837692,,50.0,10.0,0,Banjara Hills,15000.0
8111064550,Iyangar Bakery,Sanath Nagar Main Road,17.455132,78.4480863,unknown,4,0,2,0,0,1,0,1253.8969199013725,,50.0,10.0,1,SR Nagar,15000.0
8111070732,Surabhi Bar and Restaurant,Nacharam road,17.4285032,78.5511175,unknown,0,0,0,0,0,0,0,1855.518671473272,,45.0,11.0,0,Tarnaka,16000.0
8113625322,,,17.4196586,78.4120777,unknown,8,0,0,0,0,7,0,0.0,,120.0,25.0,1,Jubilee Hills,15000.0
8113670188,,,17.3643283,78.5260211,unknown,9,1,0,0,0,6,0,377.34156728039767,,45.0,10.0,1,Dilsukhnagar,23000.0
8113670189,Balaji Sweet Shop,,17.3640835,78.5263117,unknown,8,1,0,0,0,6,0,418.4092922835496,,45.0,10.0,1,Dilsukhnagar,23000.0
8113737938,,,17.3638989,78.5264545,unknown,8,1,0,0,0,6,0,443.1815745983811,,45.0,10.0,1,Dilsukhnagar,23000.0
8113750227,FB Bakers,Uppal ring road,17.401588,78.5623272,unknown,0,0,0,0,0,0,0,2821.196552395264,,45.0,11.0,0,Tarnaka,16000.0
8113801608,Subash Chandra Bose,,17.4249626,78.5478858,unknown,0,0,0,0,0,0,0,1483.1171495326148,,45.0,11.0,0,Tarnaka,16000.0
8113803298,Domino's,Uppal - Nagole Road,17.3990296,78.5605664,unknown,0,0,0,0,0,0,0,2512.320731226473,,45.0,11.0,0,Tarnaka,16000.0
8113812654,Bangalore iyengar bakery,Sanathnagar,17.4504355,78.4435606,unknown,15,0,6,0,0,0,8,749.6645104174211,,50.0,10.0,1,SR Nagar,15000.0
8113834532,,Sanathnagar,17.4491737,78.4471789,unknown,16,0,8,0,0,2,6,589.1602425800041,,50.0,10.0,1,SR Nagar,15000.0
8170346620,Bismillah Hotel,,17.3412919,78.4544376,unknown,0,0,0,0,0,0,0,7153.709172740987,,45.0,10.0,0,Dilsukhnagar,23000.0
8195791311,Tabala,,17.4010913,78.5789058,unknown,0,0,0,0,0,0,0,3544.4553367757167,,45.0,11.0,0,Tarnaka,16000.0
